"country_or_area","year","unit","geothermal","hydro","nuclear_electricity","solar_electricity","tide_wave_and_ocean_electricity","wind_electricity","total","alpha.3"
"Denmark",1997,"Kilowatt-hours, Million",0,19,0,0,0,1934,1953,"DNK"
"Denmark",2010,"Kilowatt-hours, Million",0,21,0,6,0,7809,7836,"DNK"
"Denmark",2007,"Kilowatt-hours, Million",0,28,0,2,0,7171,7201,"DNK"
"Denmark",2014,"Kilowatt-hours, Million",0,15,0,596,0,13079,13690,"DNK"
"Denmark",2012,"Kilowatt-hours, Million",0,17,0,104,0,10270,10391,"DNK"
"Denmark",2005,"Kilowatt-hours, Million",0,23,0,2,0,6614,6639,"DNK"
"Denmark",1995,"Kilowatt-hours, Million",0,30,0,0,0,1177,1207,"DNK"
"Denmark",1996,"Kilowatt-hours, Million",0,19,0,0,0,1227,1246,"DNK"
"Denmark",2001,"Kilowatt-hours, Million",0,28,0,1,0,4306,4335,"DNK"
"Denmark",1999,"Kilowatt-hours, Million",0,31,0,1,0,3029,3061,"DNK"
"Denmark",2009,"Kilowatt-hours, Million",0,19,0,4,0,6721,6744,"DNK"
"Denmark",1994,"Kilowatt-hours, Million",0,33,0,0,0,1137,1170,"DNK"
"Denmark",2006,"Kilowatt-hours, Million",0,23,0,2,0,6108,6133,"DNK"
"Denmark",1998,"Kilowatt-hours, Million",0,27,0,0,0,2820,2847,"DNK"
"Denmark",2002,"Kilowatt-hours, Million",0,32,0,1,0,4877,4910,"DNK"
"Denmark",2004,"Kilowatt-hours, Million",0,27,0,2,0,6583,6612,"DNK"
"Denmark",2003,"Kilowatt-hours, Million",0,21,0,2,0,5561,5584,"DNK"
"Dominica",2008,"Kilowatt-hours, Million",0,20.6,0,0,0,0,20.6,"DMA"
"Dominica",2001,"Kilowatt-hours, Million",0,27,0,0,0,0,27,"DMA"
"Dominica",2005,"Kilowatt-hours, Million",0,27.9,0,0,0,0,27.9,"DMA"
"Dominica",1997,"Kilowatt-hours, Million",0,34,0,0,0,0,34,"DMA"
"Dominica",2011,"Kilowatt-hours, Million",0,35.8,0,0,0,0,35.8,"DMA"
"Dominica",2014,"Kilowatt-hours, Million",0,30.64,0,0,0,0,30.64,"DMA"
"Dominica",1996,"Kilowatt-hours, Million",0,36,0,0,0,0,36,"DMA"
"Dominica",2000,"Kilowatt-hours, Million",0,32,0,0,0,0,32,"DMA"
"Dominica",2006,"Kilowatt-hours, Million",0,27.8,0,0,0,0,27.8,"DMA"
"Dominica",2004,"Kilowatt-hours, Million",0,33.7,0,0,0,0,33.7,"DMA"
"Dominica",1995,"Kilowatt-hours, Million",0,29,0,0,0,0,29,"DMA"
"Dominica",2002,"Kilowatt-hours, Million",0,35.9,0,0,0,0,35.9,"DMA"
"Dominica",2009,"Kilowatt-hours, Million",0,23.2,0,0,0,0,23.2,"DMA"
"Dominica",2013,"Kilowatt-hours, Million",0,36.71,0,0,0,0,36.71,"DMA"
"Dominica",2007,"Kilowatt-hours, Million",0,21.9,0,0,0,0,21.9,"DMA"
"Dominica",2003,"Kilowatt-hours, Million",0,28.5,0,0,0,0,28.5,"DMA"
"Dominica",2010,"Kilowatt-hours, Million",0,23.1,0,0,0,0,23.1,"DMA"
"Dominica",2012,"Kilowatt-hours, Million",0,26.75,0,0,0,0,26.75,"DMA"
"Dominica",1999,"Kilowatt-hours, Million",0,32,0,0,0,0,32,"DMA"
"Dominica",1998,"Kilowatt-hours, Million",0,33,0,0,0,0,33,"DMA"
"Dominica",1994,"Kilowatt-hours, Million",0,17,0,0,0,0,17,"DMA"
"Dominican Republic",2010,"Kilowatt-hours, Million",0,1416.08,0,0,0,0,1416.08,"DOM"
"Dominican Republic",2009,"Kilowatt-hours, Million",0,1453.14,0,0,0,0,1453.14,"DOM"
"Dominican Republic",2005,"Kilowatt-hours, Million",0,1908,0,0,0,0,1908,"DOM"
"Dominican Republic",2014,"Kilowatt-hours, Million",0,1266.86,0,0,0,243.2,1510.06,"DOM"
"Dominican Republic",2007,"Kilowatt-hours, Million",0,1681.22,0,0,0,0,1681.22,"DOM"
"Dominican Republic",2001,"Kilowatt-hours, Million",0,557,0,0,0,0,557,"DOM"
"Dominican Republic",2006,"Kilowatt-hours, Million",0,1750,0,0,0,0,1750,"DOM"
"Dominican Republic",2011,"Kilowatt-hours, Million",0,1513.38,0,0,0,13.99,1527.37,"DOM"
"Dominican Republic",1997,"Kilowatt-hours, Million",0,2196,0,0,0,0,2196,"DOM"
"Dominican Republic",2003,"Kilowatt-hours, Million",0,1193,0,0,0,0,1193,"DOM"
"Dominican Republic",2012,"Kilowatt-hours, Million",0,1782.89,0,0,0,95.82,1878.71,"DOM"
"Dominican Republic",1995,"Kilowatt-hours, Million",0,1672,0,0,0,0,1672,"DOM"
"Dominican Republic",1999,"Kilowatt-hours, Million",0,1099,0,0,0,0,1099,"DOM"
"Dominican Republic",1994,"Kilowatt-hours, Million",0,1875,0,0,0,0,1875,"DOM"
"Dominican Republic",2008,"Kilowatt-hours, Million",0,1382.46,0,0,0,0,1382.46,"DOM"
"Dominican Republic",2000,"Kilowatt-hours, Million",0,762,0,0,0,0,762,"DOM"
"Dominican Republic",1996,"Kilowatt-hours, Million",0,2020,0,0,0,0,2020,"DOM"
"Dominican Republic",2013,"Kilowatt-hours, Million",0,1871.78,0,0,0,243.05,2114.83,"DOM"
"Dominican Republic",2002,"Kilowatt-hours, Million",0,878,0,0,0,0,878,"DOM"
"Dominican Republic",2004,"Kilowatt-hours, Million",0,1600,0,0,0,0,1600,"DOM"
"Dominican Republic",1998,"Kilowatt-hours, Million",0,733,0,0,0,0,733,"DOM"
"Ecuador",2001,"Kilowatt-hours, Million",0,7071,0,0,0,0,7071,"ECU"
"Ecuador",2000,"Kilowatt-hours, Million",0,7609,0,0,0,0,7609,"ECU"
"Ecuador",2014,"Kilowatt-hours, Million",0,11457.9,0,16.5,0,79.7,11554.1,"ECU"
"Ecuador",1999,"Kilowatt-hours, Million",0,7177,0,0,0,0,7177,"ECU"
"Ecuador",2002,"Kilowatt-hours, Million",0,7525,0,0,0,0,7525,"ECU"
"Ecuador",1997,"Kilowatt-hours, Million",0,6534,0,0,0,0,6534,"ECU"
"Ecuador",2005,"Kilowatt-hours, Million",0,6883,0,0,0,0,6883,"ECU"
"Ecuador",2007,"Kilowatt-hours, Million",0,9037,0,0,0,1,9038,"ECU"
"Ecuador",2010,"Kilowatt-hours, Million",0,8636.4,0,0,0,3.4,8639.8,"ECU"
"Ecuador",1994,"Kilowatt-hours, Million",0,6565,0,0,0,0,6565,"ECU"
"Ecuador",2011,"Kilowatt-hours, Million",0,11133.1,0,0.1,0,3.3,11136.5,"ECU"
"Ecuador",2009,"Kilowatt-hours, Million",0,9225.4,0,0,0,3.2,9228.6,"ECU"
"Ecuador",2012,"Kilowatt-hours, Million",0,12237.7,0,0.3,0,2.4,12240.4,"ECU"
"Ecuador",1995,"Kilowatt-hours, Million",0,5161,0,0,0,0,5161,"ECU"
"Ecuador",2008,"Kilowatt-hours, Million",0,11294,0,0,0,3,11297,"ECU"
"Ecuador",1998,"Kilowatt-hours, Million",0,6506,0,0,0,0,6506,"ECU"
"Ecuador",2006,"Kilowatt-hours, Million",0,7130,0,0,0,0,7130,"ECU"
"Ecuador",2003,"Kilowatt-hours, Million",0,7181,0,0,0,0,7181,"ECU"
"Ecuador",2013,"Kilowatt-hours, Million",0,11038.8,0,3.7,0,56.7,11099.2,"ECU"
"Ecuador",1996,"Kilowatt-hours, Million",0,6344,0,0,0,0,6344,"ECU"
"Ecuador",2004,"Kilowatt-hours, Million",0,7412,0,0,0,0,7412,"ECU"
"Egypt",2006,"Kilowatt-hours, Million",0,12925,0,0,0,616,13541,"EGY"
"Egypt",2005,"Kilowatt-hours, Million",0,12644,0,0,0,552,13196,"EGY"
"Egypt",2010,"Kilowatt-hours, Million",0,13046,0,206,0,1498,14750,"EGY"
"Egypt",2014,"Kilowatt-hours, Million",0,13979,0,247,0,1315,15541,"EGY"
"Egypt",1995,"Kilowatt-hours, Million",0,11413,0,0,0,0,11413,"EGY"
"Egypt",2000,"Kilowatt-hours, Million",0,14266,0,0,0,81,14347,"EGY"
"Egypt",1996,"Kilowatt-hours, Million",0,11669,0,0,0,0,11669,"EGY"
"Egypt",2009,"Kilowatt-hours, Million",0,12863,0,0,0,1133,13996,"EGY"
"Egypt",2011,"Kilowatt-hours, Million",0,12934,0,479,0,1525,14938,"EGY"
"Egypt",1998,"Kilowatt-hours, Million",0,12187,0,0,0,0,12187,"EGY"
"Egypt",2007,"Kilowatt-hours, Million",0,15510,0,0,0,831,16341,"EGY"
"Egypt",1997,"Kilowatt-hours, Million",0,11962,0,0,0,0,11962,"EGY"
"Egypt",2008,"Kilowatt-hours, Million",0,14682,0,0,0,931,15613,"EGY"
"Egypt",2003,"Kilowatt-hours, Million",0,13019,0,0,0,368,13387,"EGY"
"Egypt",1994,"Kilowatt-hours, Million",0,10737,0,0,0,0,10737,"EGY"
"Egypt",2012,"Kilowatt-hours, Million",0,13121,0,237,0,1260,14618,"EGY"
"Egypt",2002,"Kilowatt-hours, Million",0,15130,0,0,0,213,15343,"EGY"
"Egypt",1999,"Kilowatt-hours, Million",0,15248,0,0,0,0,15248,"EGY"
"Egypt",2013,"Kilowatt-hours, Million",0,13352,0,114,0,1332,14798,"EGY"
"Egypt",2001,"Kilowatt-hours, Million",0,13672,0,0,0,179,13851,"EGY"
"Egypt",2004,"Kilowatt-hours, Million",0,12644,0,0,0,523,13167,"EGY"
"El Salvador",2004,"Kilowatt-hours, Million",1011,1388,0,0,0,0,2399,"SLV"
"El Salvador",2005,"Kilowatt-hours, Million",1051,1669,0,0,0,0,2720,"SLV"
"El Salvador",2014,"Kilowatt-hours, Million",1558,1718,0,0,0,0,3276,"SLV"
"El Salvador",1995,"Kilowatt-hours, Million",443,1471,0,0,0,0,1914,"SLV"
"El Salvador",2009,"Kilowatt-hours, Million",1524,1505,0,0,0,0,3029,"SLV"
"El Salvador",1997,"Kilowatt-hours, Million",486,1429,0,0,0,0,1915,"SLV"
"El Salvador",1998,"Kilowatt-hours, Million",451,1566,0,0,0,0,2017,"SLV"
"El Salvador",2010,"Kilowatt-hours, Million",1525,2084,0,0,0,0,3609,"SLV"
"El Salvador",2012,"Kilowatt-hours, Million",1535,1847,0,0,0,0,3382,"SLV"
"El Salvador",1999,"Kilowatt-hours, Million",598,1767,0,0,0,0,2365,"SLV"
"El Salvador",2003,"Kilowatt-hours, Million",1026,1466,0,0,0,0,2492,"SLV"
"El Salvador",2013,"Kilowatt-hours, Million",1560,1790,0,0,0,0,3350,"SLV"
"El Salvador",2007,"Kilowatt-hours, Million",1382,1739,0,0,0,0,3121,"SLV"
"El Salvador",2001,"Kilowatt-hours, Million",966,1164,0,0,0,0,2130,"SLV"
"El Salvador",2006,"Kilowatt-hours, Million",1140,1962,0,0,0,0,3102,"SLV"
"El Salvador",2000,"Kilowatt-hours, Million",786,1175,0,0,0,0,1961,"SLV"
"El Salvador",1994,"Kilowatt-hours, Million",407,1448,0,0,0,0,1855,"SLV"
"El Salvador",2011,"Kilowatt-hours, Million",1534,2011,0,0,0,0,3545,"SLV"
"El Salvador",2002,"Kilowatt-hours, Million",993,1139,0,0,0,0,2132,"SLV"
"El Salvador",2008,"Kilowatt-hours, Million",1519,2038,0,0,0,0,3557,"SLV"
"El Salvador",1996,"Kilowatt-hours, Million",431,1883,0,0,0,0,2314,"SLV"
"Equatorial Guinea",2010,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",2001,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",1998,"Kilowatt-hours, Million",0,7,0,0,0,0,7,"GNQ"
"Equatorial Guinea",2000,"Kilowatt-hours, Million",0,7,0,0,0,0,7,"GNQ"
"Equatorial Guinea",2003,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",2007,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",2002,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",2005,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",2013,"Kilowatt-hours, Million",0,197,0,0,0,0,197,"GNQ"
"Equatorial Guinea",2012,"Kilowatt-hours, Million",0,197,0,0,0,0,197,"GNQ"
"Equatorial Guinea",1999,"Kilowatt-hours, Million",0,7,0,0,0,0,7,"GNQ"
"Equatorial Guinea",2009,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",2004,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",1995,"Kilowatt-hours, Million",0,7,0,0,0,0,7,"GNQ"
"Equatorial Guinea",2011,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",1997,"Kilowatt-hours, Million",0,7,0,0,0,0,7,"GNQ"
"Equatorial Guinea",2006,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",2014,"Kilowatt-hours, Million",0,197,0,0,0,0,197,"GNQ"
"Equatorial Guinea",2008,"Kilowatt-hours, Million",0,39,0,0,0,0,39,"GNQ"
"Equatorial Guinea",1994,"Kilowatt-hours, Million",0,6,0,0,0,0,6,"GNQ"
"Equatorial Guinea",1996,"Kilowatt-hours, Million",0,7,0,0,0,0,7,"GNQ"
"Eritrea",2005,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"ERI"
"Eritrea",2004,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"ERI"
"Eritrea",2003,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"ERI"
"Eritrea",2006,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"ERI"
"Eritrea",2002,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"ERI"
"Eritrea",2007,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"ERI"
"Eritrea",2009,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"ERI"
"Eritrea",2010,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"ERI"
"Eritrea",2012,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"ERI"
"Eritrea",2008,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"ERI"
"Eritrea",2013,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"ERI"
"Eritrea",2000,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"ERI"
"Eritrea",2001,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"ERI"
"Eritrea",2011,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"ERI"
"Eritrea",1997,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"ERI"
"Eritrea",2014,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"ERI"
"Eritrea",1998,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"ERI"
"Eritrea",1999,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"ERI"
"Estonia",1994,"Kilowatt-hours, Million",0,3,0,0,0,0,3,"EST"
"Estonia",2001,"Kilowatt-hours, Million",0,7,0,0,0,0,7,"EST"
"Estonia",2009,"Kilowatt-hours, Million",0,32,0,0,0,195,227,"EST"
"Estonia",2011,"Kilowatt-hours, Million",0,30,0,0,0,368,398,"EST"
"Estonia",2010,"Kilowatt-hours, Million",0,27,0,0,0,277,304,"EST"
"Estonia",1999,"Kilowatt-hours, Million",0,4,0,0,0,0,4,"EST"
"Estonia",1995,"Kilowatt-hours, Million",0,2,0,0,0,0,2,"EST"
"Estonia",2003,"Kilowatt-hours, Million",0,13,0,0,0,6,19,"EST"
"Estonia",2004,"Kilowatt-hours, Million",0,22,0,0,0,8,30,"EST"
"Estonia",2002,"Kilowatt-hours, Million",0,6,0,0,0,1,7,"EST"
"Estonia",2007,"Kilowatt-hours, Million",0,21,0,0,0,91,112,"EST"
"Estonia",2014,"Kilowatt-hours, Million",0,27,0,0,0,604,631,"EST"
"Estonia",2008,"Kilowatt-hours, Million",0,28,0,0,0,133,161,"EST"
"Estonia",1997,"Kilowatt-hours, Million",0,3,0,0,0,0,3,"EST"
"Estonia",1996,"Kilowatt-hours, Million",0,2,0,0,0,0,2,"EST"
"Estonia",2000,"Kilowatt-hours, Million",0,5,0,0,0,0,5,"EST"
"Estonia",2006,"Kilowatt-hours, Million",0,14,0,0,0,76,90,"EST"
"Estonia",2013,"Kilowatt-hours, Million",0,26,0,0,0,529,555,"EST"
"Estonia",1998,"Kilowatt-hours, Million",0,4,0,0,0,0,4,"EST"
"Estonia",2005,"Kilowatt-hours, Million",0,22,0,0,0,54,76,"EST"
"Estonia",2012,"Kilowatt-hours, Million",0,42,0,0,0,434,476,"EST"
"Ethiopia",2009,"Kilowatt-hours, Million",24,3524,0,0,0,0,3548,"ETH"
"Ethiopia",1995,"Kilowatt-hours, Million",6,1428,0,0,0,0,1434,"ETH"
"Ethiopia",1998,"Kilowatt-hours, Million",20,1579,0,0,0,0,1599,"ETH"
"Ethiopia",2003,"Kilowatt-hours, Million",0,2280,0,0,0,0,2280,"ETH"
"Ethiopia",1996,"Kilowatt-hours, Million",6,1510,0,0,0,0,1516,"ETH"
"Ethiopia",2008,"Kilowatt-hours, Million",14,3296,0,0,0,0,3310,"ETH"
"Ethiopia",2002,"Kilowatt-hours, Million",1,2023,0,0,0,0,2024,"ETH"
"Ethiopia",1999,"Kilowatt-hours, Million",26,1606,0,0,0,0,1632,"ETH"
"Ethiopia",2013,"Kilowatt-hours, Million",17,8338,0,0,0,356,8711,"ETH"
"Ethiopia",2000,"Kilowatt-hours, Million",20,1646,0,0,0,0,1666,"ETH"
"Ethiopia",2012,"Kilowatt-hours, Million",16,7388,0,0,0,192,7596,"ETH"
"Ethiopia",2011,"Kilowatt-hours, Million",8,6262,0,0,0,29,6299,"ETH"
"Ethiopia",2014,"Kilowatt-hours, Million",19,9195,0,0,0,392,9606,"ETH"
"Ethiopia",2010,"Kilowatt-hours, Million",18,4931,0,0,0,0,4949,"ETH"
"Ethiopia",2007,"Kilowatt-hours, Million",0,3385,0,0,0,0,3385,"ETH"
"Ethiopia",2006,"Kilowatt-hours, Million",0,3259,0,0,0,0,3259,"ETH"
"Ethiopia",2004,"Kilowatt-hours, Million",0,2521,0,0,0,0,2521,"ETH"
"Ethiopia",2001,"Kilowatt-hours, Million",5,1993,0,0,0,0,1998,"ETH"
"Ethiopia",1994,"Kilowatt-hours, Million",5,1354,0,0,0,0,1359,"ETH"
"Ethiopia",2005,"Kilowatt-hours, Million",0,2833,0,0,0,0,2833,"ETH"
"Ethiopia",1997,"Kilowatt-hours, Million",6,1566,0,0,0,0,1572,"ETH"
"Faeroe Islands",2011,"Kilowatt-hours, Million",0,92.502,0,0,0,14.526,107.028,"FRO"
"Faeroe Islands",2003,"Kilowatt-hours, Million",0,86,0,0,0,3,89,"FRO"
"Faeroe Islands",2010,"Kilowatt-hours, Million",0,67.438,0,0,0,13.584,81.022,"FRO"
"Faeroe Islands",2013,"Kilowatt-hours, Million",0,90.594,0,0,0,21.845,112.439,"FRO"
"Faeroe Islands",2001,"Kilowatt-hours, Million",0,76,0,0,0,1,77,"FRO"
"Faeroe Islands",2002,"Kilowatt-hours, Million",0,97,0,0,0,1,98,"FRO"
"Faeroe Islands",1996,"Kilowatt-hours, Million",0,70,0,0,0,1,71,"FRO"
"Faeroe Islands",2004,"Kilowatt-hours, Million",0,94,0,0,0,8,102,"FRO"
"Faeroe Islands",2012,"Kilowatt-hours, Million",0,99.757,0,0,0,10.787,110.544,"FRO"
"Faeroe Islands",2009,"Kilowatt-hours, Million",0,92.406,0,0,0,15.005,107.411,"FRO"
"Faeroe Islands",1998,"Kilowatt-hours, Million",0,77,0,0,0,1,78,"FRO"
"Faeroe Islands",2006,"Kilowatt-hours, Million",0,101,0,0,0,15,116,"FRO"
"Faeroe Islands",1997,"Kilowatt-hours, Million",0,76,0,0,0,1,77,"FRO"
"Faeroe Islands",1999,"Kilowatt-hours, Million",0,70,0,0,0,1,71,"FRO"
"Faeroe Islands",1995,"Kilowatt-hours, Million",0,76,0,0,0,1,77,"FRO"
"Faeroe Islands",2000,"Kilowatt-hours, Million",0,76,0,0,0,1,77,"FRO"
"Faeroe Islands",2007,"Kilowatt-hours, Million",0,104.452,0,0,0,15.759,120.211,"FRO"
"Faeroe Islands",2014,"Kilowatt-hours, Million",0,120.687,0,0,0,34.488,155.175,"FRO"
"Faeroe Islands",2008,"Kilowatt-hours, Million",0,95.88,0,0,0,12.969,108.849,"FRO"
"Faeroe Islands",1994,"Kilowatt-hours, Million",0,76,0,0,0,1,77,"FRO"
"Faeroe Islands",2005,"Kilowatt-hours, Million",0,99,0,0,0,10,109,"FRO"
"Falkland Is. (Malvinas)",2005,"Kilowatt-hours, Million",0,0,0,0,0,0.25,0.25,"FLK"
"Falkland Is. (Malvinas)",2011,"Kilowatt-hours, Million",0,0,0,0,0,5.67,5.67,"FLK"
"Falkland Is. (Malvinas)",2007,"Kilowatt-hours, Million",0,0,0,0,0,0.3,0.3,"FLK"
"Falkland Is. (Malvinas)",2004,"Kilowatt-hours, Million",0,0,0,0,0,0.25,0.25,"FLK"
"Falkland Is. (Malvinas)",2003,"Kilowatt-hours, Million",0,0,0,0,0,0.25,0.25,"FLK"
"Falkland Is. (Malvinas)",2010,"Kilowatt-hours, Million",0,0,0,0,0,5.65,5.65,"FLK"
"Falkland Is. (Malvinas)",2014,"Kilowatt-hours, Million",0,0,0,0,0,5.69,5.69,"FLK"
"Falkland Is. (Malvinas)",2000,"Kilowatt-hours, Million",0,0,0,0,0,0.2,0.2,"FLK"
"Falkland Is. (Malvinas)",2006,"Kilowatt-hours, Million",0,0,0,0,0,0.3,0.3,"FLK"
"Falkland Is. (Malvinas)",2008,"Kilowatt-hours, Million",0,0,0,0,0,0.3,0.3,"FLK"
"Falkland Is. (Malvinas)",2013,"Kilowatt-hours, Million",0,0,0,0,0,5.69,5.69,"FLK"
"Falkland Is. (Malvinas)",2009,"Kilowatt-hours, Million",0,0,0,0,0,0.35,0.35,"FLK"
"Falkland Is. (Malvinas)",2012,"Kilowatt-hours, Million",0,0,0,0,0,5.69,5.69,"FLK"
"Falkland Is. (Malvinas)",2001,"Kilowatt-hours, Million",0,0,0,0,0,0.2,0.2,"FLK"
"Falkland Is. (Malvinas)",2002,"Kilowatt-hours, Million",0,0,0,0,0,0.2,0.2,"FLK"
"Fiji",2010,"Kilowatt-hours, Million",0,413.619,0,0,0,6.42,420.039,"FJI"
"Fiji",2006,"Kilowatt-hours, Million",0,341.255,0,0,0,0,341.255,"FJI"
"Fiji",2003,"Kilowatt-hours, Million",0,343.729,0,0,0,0,343.729,"FJI"
"Fiji",2009,"Kilowatt-hours, Million",0,460.192,0,0,0,7.211,467.403,"FJI"
"Fiji",1998,"Kilowatt-hours, Million",0,417.922,0,0,0,0,417.922,"FJI"
"Fiji",1994,"Kilowatt-hours, Million",0,403,0,0,0,0,403,"FJI"
"Fiji",2000,"Kilowatt-hours, Million",0,414.383,0,0,0,0,414.383,"FJI"
"Fiji",2008,"Kilowatt-hours, Million",0,495.09,0,0,0,4.604,499.694,"FJI"
"Fiji",2013,"Kilowatt-hours, Million",0,527.397,0,0,0,5.348,532.745,"FJI"
"Fiji",1995,"Kilowatt-hours, Million",0,384.481,0,0,0,0,384.481,"FJI"
"Fiji",2007,"Kilowatt-hours, Million",0,508.486,0,0,0,3.35,511.836,"FJI"
"Fiji",2005,"Kilowatt-hours, Million",0,338.739,0,0,0,0,338.739,"FJI"
"Fiji",2002,"Kilowatt-hours, Million",0,450.198,0,0,0,0,450.198,"FJI"
"Fiji",1999,"Kilowatt-hours, Million",0,449.85,0,0,0,0,449.85,"FJI"
"Fiji",1996,"Kilowatt-hours, Million",0,365.059,0,0,0,0,365.059,"FJI"
"Fiji",2011,"Kilowatt-hours, Million",0,456.469,0,0,0,4.977,461.446,"FJI"
"Fiji",1997,"Kilowatt-hours, Million",0,403.815,0,0,0,0,403.815,"FJI"
"Fiji",2012,"Kilowatt-hours, Million",0,525.261,0,0,0,6.809,532.07,"FJI"
"Fiji",2001,"Kilowatt-hours, Million",0,462.957,0,0,0,0,462.957,"FJI"
"Fiji",2014,"Kilowatt-hours, Million",0,401,0,0,0,4.3,405.3,"FJI"
"Fiji",2004,"Kilowatt-hours, Million",0,367.357,0,0,0,0,367.357,"FJI"
"Finland",2008,"Kilowatt-hours, Million",0,17112,22958,4,0,261,40335,"FIN"
"Finland",1995,"Kilowatt-hours, Million",0,12925,19216,1,0,11,32153,"FIN"
"Finland",2009,"Kilowatt-hours, Million",0,12686,23526,4,0,277,36493,"FIN"
"Finland",1999,"Kilowatt-hours, Million",0,12780,22974,1,0,49,35804,"FIN"
"Finland",2003,"Kilowatt-hours, Million",0,9591,22731,2,0,93,32417,"FIN"
"Finland",2010,"Kilowatt-hours, Million",0,12922,22800,10,0,294,36026,"FIN"
"Finland",2013,"Kilowatt-hours, Million",0,12838,23606,12,0,774,37230,"FIN"
"Finland",2007,"Kilowatt-hours, Million",0,14177,23423,4,0,188,37792,"FIN"
"Finland",2014,"Kilowatt-hours, Million",0,13397,23580,8,0,1107,38092,"FIN"
"Finland",2004,"Kilowatt-hours, Million",0,15070,22716,2,0,120,37908,"FIN"
"Finland",1994,"Kilowatt-hours, Million",0,11787,19427,1,0,7,31222,"FIN"
"Finland",2005,"Kilowatt-hours, Million",0,13784,23271,3,0,170,37228,"FIN"
"Finland",2012,"Kilowatt-hours, Million",0,16859,22987,11,0,494,40351,"FIN"
"Finland",1997,"Kilowatt-hours, Million",0,12242,20894,1,0,17,33154,"FIN"
"Finland",2002,"Kilowatt-hours, Million",0,10776,22295,2,0,64,33137,"FIN"
"Finland",2011,"Kilowatt-hours, Million",0,12445,23187,10,0,481,36123,"FIN"
"Finland",2001,"Kilowatt-hours, Million",0,13205,22773,2,0,70,36050,"FIN"
"Finland",2000,"Kilowatt-hours, Million",0,14660,22479,2,0,78,37219,"FIN"
"Finland",1998,"Kilowatt-hours, Million",0,15051,21853,1,0,23,36928,"FIN"
"Finland",2006,"Kilowatt-hours, Million",0,11494,22906,3,0,156,34559,"FIN"
"Finland",1996,"Kilowatt-hours, Million",0,11860,19476,1,0,11,31348,"FIN"
"France",1995,"Kilowatt-hours, Million",0,76192,377231,1,507,5,453936,"FRA"
"France",1999,"Kilowatt-hours, Million",0,77083,394244,2,515,37,471881,"FRA"
"France",2013,"Kilowatt-hours, Million",0,75867,423685,4735,414,16034,520735,"FRA"
"France",1998,"Kilowatt-hours, Million",0,66103,387990,2,522,19,454636,"FRA"
"France",1994,"Kilowatt-hours, Million",0,81069,359981,1,501,5,441557,"FRA"
"France",2012,"Kilowatt-hours, Million",0,63594,425406,4016,458,14914,508388,"FRA"
"France",2009,"Kilowatt-hours, Million",0,61969,409736,174,448,7912,480239,"FRA"
"France",2010,"Kilowatt-hours, Million",0,67525,428521,620,476,9945,507087,"FRA"
"France",2003,"Kilowatt-hours, Million",0,64279,441070,8,490,388,506235,"FRA"
"France",2011,"Kilowatt-hours, Million",0,49865,442383,2078,477,12051,506854,"FRA"
"France",2004,"Kilowatt-hours, Million",0,64899,448241,9,470,595,514214,"FRA"
"France",2006,"Kilowatt-hours, Million",0,61742,450191,16,464,2182,514595,"FRA"
"France",2005,"Kilowatt-hours, Million",0,56332,451529,13,481,962,509317,"FRA"
"France",2008,"Kilowatt-hours, Million",0,68368,439447,42,465,5694,514016,"FRA"
"France",2002,"Kilowatt-hours, Million",0,65831,436760,7,494,265,503357,"FRA"
"France",2014,"Kilowatt-hours, Million",0,68626,436474,5909,481,17249,528739,"FRA"
